reaction,left_comp,right_comp,left_smiles,right_smiles
MNXR119767,MNXM1100855//MNXM148905,C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(C[C@@H]4NC(=O)C(C)=C4C(C)SC[C@H](N[*])C([*])=O)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O,C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(/C=C4\NC(=O)[C@H](C)\C4=C/C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O.[*]N[C@@H](CS)C([*])=O,C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(C[C@@H]4NC(=O)C(C)=C4C(C)SC[C@H](N[*])C([*])=O)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O
MNXR184330,MNXM100988//MNXM588581//WATER,O=O//CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(=O)[O-].[H]O[H],O=O.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
MNXR189539,MNXM1106143//MNXM5,[H+]//C[C@H](O)[C@H](O)[C@H]1CNC2=NC(N)=NC(=O)C2=N1//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,[H+].C[C@H](O)[C@H](O)[C@H]1CNC2=NC(N)=NC(=O)C2=N1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR117536,MNXM36//MNXM736240,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,[*].CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
MNXR188848,MNXM1103529//MNXM1//MNXM40333,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-].[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO
MNXR173127,MNXM1105027//MNXM729613,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O//OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
MNXR132244,MNXM1107827//MNXM360,O=P([O-])([O-])OP(=O)([O-])O,[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O.Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1,O=P([O-])([O-])OP(=O)([O-])O
MNXR142228,MNXM1102072//MNXM90597,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
MNXR132851,MNXM1102420//MNXM168//MNXM277,c1coc(CNc2ncnc3nc[nH]c23)c1//COC1=C(OC)C(=O)C(C)=CC1=O//[H]O[H],Nc1ncnc2[nH]cnc12.[*]C=O,c1coc(CNc2ncnc3nc[nH]c23)c1.COC1=C(OC)C(=O)C(C)=CC1=O.[H]O[H]
MNXR193724,MNXM1102072//MNXM734746,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C//[H+],C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C.[H+]
MNXR148732,MNXM1104151//MNXM9,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]//C=C(OP(=O)([O-])[O-])C(=O)[O-]//[H]O[H],CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=P([O-])([O-])O,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].C=C(OP(=O)([O-])[O-])C(=O)[O-].[H]O[H]
MNXR189729,MNXM1105941//MNXM9,O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O//[H]O[H],O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O.O=P([O-])([O-])O,O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O.[H]O[H]
MNXR135512,MNXM10//MNXM7594,[*]SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)CC(N)=O//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(N)=O,[*]SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)CC(N)=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
MNXR120405,MNXM137//MNXM163829//WATER,[*]O[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CCC(C(N)=O)=C3)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c(N)ncnc21//O=C([O-])/C=C/c1ccc(C(=O)[O-])oc1=O,[*]O[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(N)=O)c3)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c(N)ncnc21.O=C/C=C/c1ccc(C(=O)[O-])oc1=O.[H]O[H],[*]O[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CCC(C(N)=O)=C3)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c(N)ncnc21.O=C([O-])/C=C/c1ccc(C(=O)[O-])oc1=O
MNXR145847,MNXM1024//MNXM263,O=C=O,NC(=O)CCCC[C@@H]1CCSS1.O=C([O-])CCCC(=O)C(=O)[O-],O=C=O
MNXR135484,MNXM732620,O=O,OO,O=O
MNXR147193,MNXM26//MNXM320,O=C([O-])Cc1ccccc1//[H]O[H],CC(=O)[O-].Oc1ccccc1,O=C([O-])Cc1ccccc1.[H]O[H]
MNXR145471,MNXM1103553//MNXM1//MNXM73,O=P([O-])([O-])OP(=O)([O-])O//C=C(OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O)C(=O)[O-],Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[H+].C=C(OP(=O)([O-])[O-])C(=O)[O-],O=P([O-])([O-])OP(=O)([O-])O.C=C(OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O)C(=O)[O-]
MNXR148075,MNXM1103987//MNXM730847,[*]O[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@H](O)[C@H]1O//[H]O[H],O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O.[*]O,[*]O[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@H](O)[C@H]1O.[H]O[H]
MNXR193541,MNXM1103285//MNXM1132609//MNXM1,C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O//CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O.[H+],C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O
MNXR115733,MNXM10//MNXM1//MNXM2483,OCc1cccc(O)c1//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=Cc1cccc(O)c1,OCc1cccc(O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
MNXR121715,MNXM3671//MNXM728238//MNXM735438,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O)CO//Cc1cc2nc3c(=O)[n-]c(=O)nc-3n([*])c2cc1C//[H]O[H],CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Cc1cc2c(cc1C)N([*])c1[nH]c(=O)[nH]c(=O)c1N2.O=O,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O)CO.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n([*])c2cc1C.[H]O[H]
MNXR174985,MNXM1//MNXM40333//MNXM733114//MNXM9,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//Nc1nc2[nH]cnc2c(=O)[nH]1//[H]O[H],[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2[nH]cnc2c(=O)[nH]1.O=P([O-])([O-])O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2[nH]cnc2c(=O)[nH]1.[H]O[H]
MNXR169518,MNXM1090521//MNXM1104266,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
MNXR148615,MNXM740051//WATER,[*]C(=O)NC([*])C(=O)O//[*][C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H]([*])[C@@H]3O)O[C@@H]([*])[C@@H]2O)[C@@H](O)[C@H]1O,[*]C(=O)NC([*])C(=O)OC1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC([*])C3O)OC([*])C2O)OC([*])C1O.[H]O[H],[*]C(=O)NC([*])C(=O)O.[*][C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H]([*])[C@@H]3O)O[C@@H]([*])[C@@H]2O)[C@@H](O)[C@H]1O
MNXR102010,MNXM10//MNXM1//MNXM735438,OO//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=O,OO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
MNXR165060,MNXM747732,CC1=CO[C@@H](O)[C@H]2[C@H](C)CC[C@@H]12,C/C(C=O)=C\CC[C@@H](C)/C=C/O,CC1=CO[C@@H](O)[C@H]2[C@H](C)CC[C@@H]12
MNXR146990,MNXM1102072//MNXM740277,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//CNCc1cn([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](COP(=O)(O)O)O[C@@H]([*])[C@@H]3O)[C@@H](OP(=O)(O)OC[C@H]3O[C@@H]([*])[C@H](O)[C@@H]3O)[C@H]2O)c(=S)[nH]c1=O,C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*][C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](COP(=O)(O)O)O[C@@H]([*])[C@@H]3O)O[C@@H](n3cc(CN)c(=O)[nH]c3=S)[C@@H]2O)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.CNCc1cn([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](COP(=O)(O)O)O[C@@H]([*])[C@@H]3O)[C@@H](OP(=O)(O)OC[C@H]3O[C@@H]([*])[C@H](O)[C@@H]3O)[C@H]2O)c(=S)[nH]c1=O
MNXR176048,MNXM14588//MNXM66073,[*][NH3+]//CC(CCNC(N)=[NH2+])C(=O)C(=O)[O-],CC(CCNC(N)=[NH2+])[C@H]([NH3+])C(=O)[O-].[*]=O,[*][NH3+].CC(CCNC(N)=[NH2+])C(=O)C(=O)[O-]
MNXR113504,MNXM1//MNXM2190,O=C1C=C/C(=C/C(=O)C(=O)[O-])O1//[H]O[H],[H+].O=C([O-])/C=C\C(=O)CC(=O)C(=O)[O-],O=C1C=C/C(=C/C(=O)C(=O)[O-])O1.[H]O[H]
MNXR132544,MNXM164604//MNXM735438,[H]O[H],O=O,[H]O[H]
MNXR188732,MNXM1103205//MNXM761,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1//O=P([O-])([O-])O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1cc[nH]c(=O)n1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1.O=P([O-])([O-])O
MNXR184068,MNXM728578//MNXM730074,C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO/C=C/[*])OC([*])=O//[H]O[H],[*]C(=O)[O-].C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO/C=C/[*],C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO/C=C/[*])OC([*])=O.[H]O[H]
MNXR139746,MNXM1002//MNXM1//MNXM738702,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1//C[C@H](O)[C@@H](O)C1=Nc2c([nH]c(N)nc2=O)NC1,C[C@H](O)C(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)[C@@H](O)C1=Nc2c([nH]c(N)nc2=O)NC1
MNXR131282,MNXM1108206//MNXM16857//MNXM1,Cc1cc(=O)oc2cc(N=C(O)C[C@H](N)C(=O)O)ccc12//[H]O[H],[NH3+][C@@H](CC(=O)[O-])C(=O)[O-].Cc1cc(=O)oc2cc(N)ccc12.[H+],Cc1cc(=O)oc2cc(N=C(O)C[C@H](N)C(=O)O)ccc12.[H]O[H]
MNXR106830,MNXM2222//MNXM490899,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS//[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
MNXR126701,MNXM1107708//MNXM1//MNXM726123,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1//[H]O[H],CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[H+].CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1.[H]O[H]
MNXR120201,MNXM1106790//MNXM148754,CC(=O)N[C@H]1[C@H](O[C@@H]2O[C@H](C(=O)N[C@H](C(=O)[O-])[C@@H](C)O)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](C(=O)[O-])O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCCC(C)C)[C@@H]2NC(C)=O)[C@@H]1NC(C)=O//[*]N[C@@H](CC(N)=O)C([*])=O,C/C(=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)CCOP(=O)([O-])[O-])CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCCC(C)C.CC(=O)N[C@H]1[C@@H](NC(=O)CC(N[*])C([*])=O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O[C@@H]2O[C@H](C(=O)N[C@H](C(=O)[O-])[C@@H](C)O)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](NC(C)=O)[C@H]1NC(C)=O,CC(=O)N[C@H]1[C@H](O[C@@H]2O[C@H](C(=O)N[C@H](C(=O)[O-])[C@@H](C)O)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](C(=O)[O-])O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCCC(C)C)[C@@H]2NC(C)=O)[C@@H]1NC(C)=O.[*]N[C@@H](CC(N)=O)C([*])=O
