reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R05549(r)/3.2.1A1(rev)/3.2.1.22;	1478/3.2.1A1;	0.29095	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.274725	0.202417
R05549(r)/3.2.1A2(rev)/3.2.1.22;	1478/3.2.1A1;	0.29095	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.274725	0.202417
R03634(r)/3.2.1A2(rev)/3.2.1.22;	1478/3.2.1A1;	0.29095	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.274725	0.202417
R03634(r)/3.2.1A1(rev)/3.2.1.22;	1478/3.2.1A1;	0.29095	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.274725	0.202417
R04470(r)/3.2.1A2(rev)/3.2.1.22;	1478/3.2.1A1;	0.29095	0.181818	0.235294	0.329787	0.387097	0.4	0.343891	0.274725	0.202417
R10580/3.2.1A2/3.2.1.188;	1478/3.2.1A1;	0.290417	0.181818	0.235294	0.351064	0.387097	0.385093	0.348214	0.265957	0.20977
R10580/3.2.1A1/3.2.1.188;	1478/3.2.1A1;	0.290417	0.181818	0.235294	0.351064	0.387097	0.385093	0.348214	0.265957	0.20977
R00837(r)/3.2.1A1(rev)/3.2.1.122,3.2.1.93;	1478/3.2.1A1;	0.287595	0.181818	0.246377	0.350515	0.407692	0.412791	0.345679	0.264901	0.175824
R00837(r)/3.2.1A2(rev)/3.2.1.122,3.2.1.93;	1478/3.2.1A1;	0.287595	0.181818	0.246377	0.350515	0.407692	0.412791	0.345679	0.264901	0.175824
R00801,R00802/3.2.1A1/3.2.1.10,3.2.1.20,3.2.1.26,3.2.1.48;	1478/3.2.1A1;	0.287577	0.181818	0.275362	0.40404	0.462687	0.452514	0.344	0.226974	0.140449
R00801,R00802/3.2.1A2/3.2.1.10,3.2.1.20,3.2.1.26,3.2.1.48;	1478/3.2.1A1;	0.287577	0.181818	0.275362	0.40404	0.462687	0.452514	0.344	0.226974	0.140449
R00801,R00802(r)/3.2.1A1(rev)/3.2.1.10,3.2.1.20,3.2.1.26,3.2.1.48;	1478/3.2.1A1;	0.286307	0.181818	0.275362	0.40404	0.458647	0.435028	0.309524	0.236667	0.16
R04527/3.2.1A2/3.2.1.97;	1478/3.2.1A1;	0.285319	0.181818	0.235294	0.315789	0.359375	0.368421	0.324895	0.274247	0.226316
R04527/3.2.1A1/3.2.1.97;	1478/3.2.1A1;	0.285319	0.181818	0.235294	0.315789	0.359375	0.368421	0.324895	0.274247	0.226316
R01103/3.2.1A2/3.2.1.22;	1478/3.2.1A1;	0.284553	0.181818	0.235294	0.329787	0.387097	0.391304	0.331839	0.266187	0.19764
R01103/3.2.1A1/3.2.1.22;	1478/3.2.1A1;	0.284553	0.181818	0.235294	0.329787	0.387097	0.391304	0.331839	0.266187	0.19764
R00022(r)/3.2.1A2(rev)/3.2.1.52;	1478/3.2.1A1;	0.28298	0.121212	0.176471	0.308511	0.388889	0.4	0.366255	0.264331	0.198953
R00022(r)/3.2.1A1(rev)/3.2.1.52;	1478/3.2.1A1;	0.28298	0.121212	0.176471	0.308511	0.388889	0.4	0.366255	0.264331	0.198953
R02985(r)/3.2.1A2/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.282013	0.181818	0.235294	0.329787	0.387097	0.391304	0.331839	0.268116	0.185841
R02985(r)/3.2.1A1/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.282013	0.181818	0.235294	0.329787	0.387097	0.391304	0.331839	0.268116	0.185841
R02985(r)/3.2.1A2/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.282013	0.181818	0.235294	0.329787	0.387097	0.391304	0.331839	0.268116	0.185841
R02985(r)/3.2.1A1/3.2.1.117,3.2.1.21;	1478/3.2.1A1;	0.282013	0.181818	0.235294	0.329787	0.387097	0.391304	0.331839	0.268116	0.185841
R04527(r)/3.2.1A1(rev)/3.2.1.97;	1478/3.2.1A1;	0.281768	0.181818	0.235294	0.315789	0.359375	0.360465	0.313808	0.261589	0.232804
R04527(r)/3.2.1A2(rev)/3.2.1.97;	1478/3.2.1A1;	0.281768	0.181818	0.235294	0.315789	0.359375	0.360465	0.313808	0.261589	0.232804
R04470/3.2.1A2/3.2.1.22;	1478/3.2.1A1;	0.281366	0.181818	0.235294	0.329787	0.387097	0.391304	0.331839	0.26087	0.18806
