reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R10473(r)/2.3.1D1(rev)/2.3.1.224;	5-asa (mesalazine)/2.3.1D3(rev);	0.253472	0.571429	0.444444	0.285714	0.258065	0.227273	0.20339	0.2	0.204545
R10473(r)/2.3.1D1(rev)/2.3.1.224;	5-asa (mesalazine)/2.3.1D3(rev);	0.253472	0.571429	0.444444	0.285714	0.258065	0.227273	0.20339	0.2	0.204545
R09255(r)/2.3.1D3(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.252717	1	1	0.652174	0.40625	0.211538	0.131579	0.115385	0.111111
R04192(r)/2.3.1D3(rev)/2.3.1.108;	5-asa (mesalazine)/2.3.1D3(rev);	0.252669	1	0.857143	0.545455	0.296296	0.166667	0.118644	0.113208	0.134615
R03552/2.3.1D3/2.3.1.48;	5-asa (mesalazine)/2.3.1D3;	0.252669	1	0.857143	0.545455	0.296296	0.166667	0.118644	0.113208	0.134615
R03552(r)/2.3.1D3(rev)/2.3.1.48;	5-asa (mesalazine)/2.3.1D3(rev);	0.252669	1	0.857143	0.545455	0.296296	0.166667	0.118644	0.113208	0.134615
R04192/2.3.1D3/2.3.1.108;	5-asa (mesalazine)/2.3.1D3;	0.252669	1	0.857143	0.545455	0.296296	0.166667	0.118644	0.113208	0.134615
R05506/2.3.1C1/2.3.1.16;	5-asa (mesalazine)/2.3.1D3;	0.252381	0.555556	0.478261	0.351351	0.304348	0.265625	0.268293	0.133333	0.12
R05506(r)/2.3.1C1(rev)/2.3.1.16;	5-asa (mesalazine)/2.3.1D3(rev);	0.252381	0.555556	0.478261	0.351351	0.304348	0.265625	0.268293	0.133333	0.12
R05506(r)/2.3.1C1(rev)/2.3.1.16;	5-asa (mesalazine)/2.3.1D3;	0.252381	0.555556	0.478261	0.351351	0.304348	0.265625	0.268293	0.133333	0.12
R05506/2.3.1C1/2.3.1.16;	5-asa (mesalazine)/2.3.1D3(rev);	0.252381	0.555556	0.478261	0.351351	0.304348	0.265625	0.268293	0.133333	0.12
R09257/2.3.1D4/;	5-asa (mesalazine)/2.3.1D3;	0.252336	0.666667	0.6	0.478261	0.344828	0.23913	0.164179	0.20339	0.128571
R04050(r)/2.3.1D3(rev)/2.3.1.114;	5-asa (mesalazine)/2.3.1D3;	0.251309	1	0.666667	0.4375	0.35	0.25	0.253165	0.0821918	0.03125
R04050(r)/2.3.1D3(rev)/2.3.1.114;	5-asa (mesalazine)/2.3.1D3;	0.251309	1	0.666667	0.4375	0.35	0.25	0.253165	0.0821918	0.03125
R04050/2.3.1D3/2.3.1.114;	5-asa (mesalazine)/2.3.1D3(rev);	0.251309	1	0.666667	0.4375	0.35	0.25	0.253165	0.0821918	0.03125
R04050/2.3.1D3/2.3.1.114;	5-asa (mesalazine)/2.3.1D3(rev);	0.251309	1	0.666667	0.4375	0.35	0.25	0.253165	0.0821918	0.03125
R04316(r)/2.3.1F1(rev)/2.3.1.128;	5-asa (mesalazine)/2.3.1D3(rev);	0.250896	1	0.6	0.333333	0.222222	0.155556	0.127273	0.142857	0.194444
