reaction_id	rxn	substrates_products	ec
MNXR165522	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[NH3+][C@@H](CO)C(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O	MNXM1091279.MNXM3.MNXM737787>>MNXM1091293.MNXM11.MNXM728294	6.1.1.11
MNXR129885	[H]O[H]>>O=[N+]([O-])c1ccc([O-])cc1.OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	MNXM166458.WATER>>MNXM526.MNXM726890	3.2.1.21|3.2.1.4|3.2.1.8|3.2.1.91
MNXR168415	O=[As]([O-])([O-])O>>[O-][As](O)O.[H]O[H]	MNXM1090213.MNXM1137656>>MNXM1090214.MNXM739272.WATER	1.20.4.4
MNXR177922	[H+].CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)[C@@H]1CC3.[H]O[H]	MNXM1.MNXM728840.MNXM735438.MNXM738702>>MNXM5.MNXM738830.WATER	1.14.13.72
MNXR187522	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O[*]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O	MNXM1102072.MNXM14033>>MNXM1102167	2.1.1.309
MNXR108915	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]NC(=O)[C@H](Cc1c[nH]c(CC[C@H](N)C(=O)O)n1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.CN[C@@H](CCc1nc(C[C@H](NC([*])=O)C(=O)N[*])c[nH]1)C(=O)O	MNXM1102072.MNXM728560>>MNXM1102167.MNXM735138	2.1.1.98
MNXR146800	[H+].CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O	MNXM1.MNXM728193.MNXM738702>>MNXM5.MNXM730484	1.1.1.213|1.1.1.50
MNXR122359	CC(C)C1=CC2=C(CC1)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(C)C1=CC2=C(CC1)[C@@]1(C)CCC[C@@](C)(C=O)[C@@H]1CC2	MNXM12583.MNXM5.WATER>>MNXM1.MNXM735438.MNXM738702.MNXM7620	1.14.13|1.14.13.-
MNXR119053	[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-]>>O=C([O-])/C=C/c1ccc(O)c(O)c1.[NH4+]	MNXM279>>MNXM726800.MNXM729302	4.3.1.11|4.3.1.23|4.3.1.25
MNXR114026	O=P([O-])([O-])OP(=O)([O-])O.[*]S>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O[C@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS.[*]N	MNXM11.MNXM740694>>MNXM733374.MNXM91491	2.7.7.61|2.7.7.66
MNXR185312	C/C(=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)CCOP(=O)([O-])O[*])CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCCC(C)C.[*]N[C@@H](CC(N)=O)C([*])=O>>C/C(=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)CCOP(=O)([O-])[O-])CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCCC(C)C.[*]NC(=O)C[C@H]([NH2+][*])C([*])=O	MNXM1091461.MNXM7711>>MNXM1106790.MNXM731914	2.4.99.21
MNXR110950	O=P([O-])([O-])OP(=O)([O-])O.CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-]	MNXM11.MNXM741170>>MNXM811.MNXM83	2.5.1.-|2.5.1.84|2.5.1.85
MNXR165382	CCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NC(Cc1ccc(O)cc1)C1=NCC[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@H]2CCCCNC(=O)[C@H](C(C)O)NC(=O)[C@H](C(C)O)NC(=O)[C@H](CCCN(O)C=O)NC2=O)N1)C(=O)[O-].[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O>>CCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NC(Cc1ccc(O)cc1)C1=NCC[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@H]2CCCCNC(=O)[C@H](C(C)O)NC(=O)[C@H](C(C)O)NC(=O)[C@H](CCCN(O)C=O)NC2=O)N1)C(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]	MNXM149116.MNXM1.MNXM40333.MNXM9>>MNXM149116.MNXM3.WATER	7.4.2
MNXR145836	COC(=O)C/C=C/C(=O)S[*].[H]O[H]>>COC(=O)CC(O)CC(=O)S[*]	MNXM727018.WATER>>MNXM741741	4.2.1.59
MNXR165118	O=C=O.O=C([O-])CCC(=O)[O-].C/C(=C/C/C=C(\C)C(=O)[O-])[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-].[H]O[H]>>O=C([O-])CCC(=O)C(=O)[O-].O=O.C/C(=C\C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])CC/C=C(\C)C(=O)[O-]	MNXM13.MNXM25.MNXM57916.WATER>>MNXM20.MNXM735438.MNXM819528	1.14.11
MNXR148355	Nc1nc2[nH]cc(C[NH2+][C@H]3C=C[C@H](O)[C@@H]3O)c2c(=O)[nH]1.[*]C1OC(CO)C(OP(=O)(O)OCC2OC([*])C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C1O>>[*]OC1C(O)C=CC1NCc1cn(C2OC(COP(=O)(O)OC3C(COP(=O)(O)OC4C(COP(=O)(O)O)OC([*])C4O)OC([*])C3O)C(OP(=O)(O)O)C2O)c2nc(N)[nH]c(=O)c12.Nc1nc2[nH]cnc2c(=O)[nH]1	MNXM1104274.MNXM735036>>MNXM728024.MNXM733114	2.4.2.29
MNXR130220	CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO>>[*]C1OC1[*].[H]O[H]	MNXM1104179>>MNXM730031.WATER	4.2.1.92
MNXR148756	[*]C(=O)O[C@H](CO)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O>>[*]C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC([*])=O	MNXM729096.MNXM730720>>MNXM740696.MNXM741363	2.3.1.141
MNXR193812	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CCO)[C@@H](O)[C@H](O[C@@H]2O[C@@H](C(C)O)[C@H](O[C@@H]3O[C@H](CCO)[C@@H](O)[C@H](O[C@@H]4O[C@@H](C(C)O)[C@H](O[C@@H]5O[C@H](CCO)[C@@H](O)[C@H](O[C@@H]6O[C@@H](C(C)O)[C@H](O[*]O[C@H]7O[C@@H](C(C)O)[C@H](O)[C@H]7O)[C@H]6O)[C@@H]5O)[C@H]4O)[C@@H]3O)[C@H]2O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.CO[C@H]1[C@H](C(C)O)O[C@H](O[*]O[C@H]2[C@H](C(C)O)O[C@@H](O[C@@H]3[C@H](O)[C@H](O[C@H]4[C@H](C(C)O)O[C@@H](O[C@@H]5[C@H](O)[C@H](O[C@H]6[C@H](C(C)O)O[C@@H](O[C@@H]7[C@H](O)[C@H](O[C@H]8[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]8NC(C)=O)O[C@H](CCO)[C@H]7O)[C@@H]6O)O[C@H](CCO)[C@H]5O)[C@@H]4O)O[C@H](CCO)[C@H]3O)[C@@H]2O)[C@@H]1O	MNXM1102072.MNXM1134312>>MNXM1102167.MNXM1134143	2.1.1
MNXR166961	O=N[O-].O=C1C=CC(=O)C([O-])=C1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=[N+]([O-])c1ccc([O-])c(O)c1.O=O	MNXM107.MNXM114185.MNXM8.WATER>>MNXM10.MNXM1982.MNXM735438	1.14.13.166
MNXR173431	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[*]O[C@H]1O[C@H](CO)[C@@H]([*])[C@H](O)[C@H]1O>>OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	MNXM1105027.MNXM727744>>MNXM1106002	2.4.1.25
MNXR152382	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[*]O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[*]O[C@@H]1O[C@H](COP(=O)([O-])O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	MNXM1104702.MNXM92358>>MNXM1104823.MNXM736163	2.7.8.19
MNXR183815	[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2cc([*])c(=O)[nH]c2=O)C[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cc([*])c(=O)[nH]c2=O)C[C@@H]1OP(=O)([O-])O[*]>>O=C1N=C2CCN1[C@H]1C[C@H](OP(=O)(O)O)[C@@H](COP(=O)(O)O[C@H]3C[C@@H](O[C@@H]3COP(=O)([O-])[O-])N3C(=O)N=C([O-])[C@H](O)[C@H]23)O1	MNXM11419>>MNXM162292.MNXM9431	4.1.99.13
MNXR174249	[*][C@@H]1O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]1O>>[H]O[H]	MNXM484541>>WATER	3.1.16.1
MNXR112792	NC(=[NH2+])NCC[C@H](O)[C@H]([NH3+])C(=O)[O-].O=C=O.O=C([O-])CCC(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].O=O.NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]	MNXM10807.MNXM13.MNXM25>>MNXM20.MNXM735438.MNXM739527	1.14.11.41
MNXR195273	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[NH3+][C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104266.MNXM1104814>>MNXM1104529.MNXM1.MNXM727276	2.3.1
MNXR164376	O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)[C@@H]1O.[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]	MNXM1104453.WATER>>MNXM11.MNXM729957	4.2.3
MNXR150589	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.C=C1C=C2[C@@H](CC1)[C@H](C)CC[C@@H]2C(C)C	MNXM1103344>>MNXM11.MNXM737407	4.2.3.67
MNXR181953	[H+].C[C@@H](O)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)C=O.[H]O[H]	MNXM1.MNXM731834.MNXM738702>>MNXM5.MNXM732880.WATER	1.2.1.5
MNXR120684	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O>>Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O	MNXM1103285.MNXM152>>MNXM1103553.MNXM257	2.7.4.M1
MNXR106908	O=C=O.Oc1ccc(O)cc1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>O=C([O-])c1ccc(O)cc1.[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM13.MNXM376.MNXM5.WATER>>MNXM164.MNXM1.MNXM735438.MNXM738702	1.14.13.64
MNXR174234	CC(=O)[O-].[*][NH2+][C@H](C([*])=O)C([*])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1[NH3+]>>CC(=O)NC1C(O[*])O[C@H](CO)[C@H](O)[C@@H]1O.[H]O[H]	MNXM26.MNXM507068>>MNXM507069.WATER	3.1.1.58
MNXR122060	CCCCCc1cc2c(c(O)c1C(=O)[O-])[C@@H]1C=C(C)CC[C@H]1C(C)(C)O2.OO>>CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1C(=O)[O-].O=O	MNXM13309.MNXM732620>>MNXM7146.MNXM735438	1.21.3.7|1.3.3.-
MNXR165294	OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CCCCCCCCCCCC(=O)O[C@@H]1[C@@H](CO)O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104180.MNXM1104435>>MNXM683064.MNXM727276	2.3.1
MNXR148951	O=C=O.CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O.CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCS>>CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O.CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-]	MNXM13.MNXM728613.MNXM740695>>MNXM726233.MNXM731939	2.3.1.179|2.3.1.41
MNXR109535	[H+].ClC1=C[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl.[Cl-]>>Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl	MNXM1.MNXM5995.MNXM735978>>MNXM738885	4.5.1|4.5.1.-
MNXR95564	[*][SH2+].CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC>>CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*]	MNXM740692.MNXM90510>>MNXM89949.MNXM91047	2.3.1.51
MNXR148307	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.C/C=C1\[C@H]2C[C@H]3C4=Nc5ccccc5C45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O>>C/C=C1\[C@H]2C[C@H]3C4=Nc5ccccc5C45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H]O[H]	MNXM1137670.MNXM726776>>MNXM732922.WATER	3.2.1.125
MNXR152165	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P([O-])([O-])OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H+]>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P([O-])([O-])OP(=O)([O-])O	MNXM1101474.MNXM1106065.MNXM1>>MNXM1104702.MNXM11	2.7.7.23|2.7.7.33|2.7.7.64|2.7.7.9
MNXR114231	O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1.O=C=O.O=C([O-])CCC(=O)[O-]>>O=c1[nH]c(=O)c2nc[nH]c2[nH]1.O=C([O-])CCC(=O)C(=O)[O-].O=O	MNXM1105965.MNXM13.MNXM25>>MNXM174.MNXM20.MNXM735438	1.14.11.48
MNXR97976	[NH3+]CCOP(=O)([O-])[O-].[H]O[H]>>[NH3+]CCO.O=P([O-])([O-])O	MNXM187.WATER>>MNXM218.MNXM9	3.1.3.1|3.1.3.75
MNXR170212	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.CC1=C2C=C(C(C)C)CCC(C)C2CC1	MNXM1103344>>MNXM11.MNXM745404	4.2.3.179
MNXR123243	[H+].COC1=C(OC)C(=O)C(C/C=C(\C)C[*])=C(C)C1=O.[H]O[H]>>[H+].COc1c(O)c(C)c(C/C=C(\C)C[*])c(O)c1OC.O=O	MNXM01.MNXM731778.WATER>>MNXM01.MNXM732273.MNXM735438	7.1.1.3
MNXR187048	CCCCCC/C=C\CCCCCCC.O=C=O>>CCCCCCCC1OC(=O)C1CCCCCC	MNXM100638.MNXM13>>MNXM818416	4.1.1.114
MNXR150198	O=CCCCC=O.CCc1c2c(nc3ccc(OC(=O)N4CCC(N)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.[H]O[H]>>CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.O=O	MNXM11699.MNXM5857.MNXM729103.WATER>>MNXM4621.MNXM728239.MNXM735438	1.14.14.-
MNXR174013	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H]([*])[C@H](O)[C@@H]3OP([*])(=O)[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.CO[C@H]1[C@H]([*])O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3c[n+](C)c4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@H]1OP([*])(=O)[O-]	MNXM1102072.MNXM1104796>>MNXM1102167.MNXM741056	2.1.1.57
MNXR193553	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[H+]	MNXM1106112.MNXM148965>>MNXM1132629.MNXM152.MNXM1	2.4.1
